Retailer,Retailer ID,Date,Region,State,Beverage Brand,Price per Unit,Units Sold,Revenue,Expenses,Profit ,Profit Margin,
Sodapop,1185732,9/10/2022,Midwest,South Dakota,Sprite,$0.40 ,"1,500",$600 ,$144 ,$456 ,0.76,
Sodapop,1185732,9/10/2022,Midwest,South Dakota,Fanta,$0.40 ,"1,250",$500 ,$95 ,$405 ,0.81,
Sodapop,1185732,9/10/2022,Midwest,South Dakota,Powerade,$0.50 ,"1,250",$625 ,$288 ,$338 ,0.54,
Sodapop,1185732,9/10/2022,Midwest,South Dakota,Dasani Water,$0.55 ,"2,500","$1,375 ",$179 ,"$1,196 ",0.87,
Sodapop,1185732,9/11/2022,Midwest,South Dakota,Coca-Cola,$0.50 ,"4,000","$2,000 ",$420 ,"$1,580 ",0.79,
Sodapop,1185732,9/11/2022,Midwest,South Dakota,Diet Coke,$0.40 ,"2,500","$1,000 ",$410 ,$590 ,0.59,
Sodapop,1185732,9/11/2022,Midwest,South Dakota,Sprite,$0.40 ,"1,950",$780 ,$140 ,$640 ,0.82,
Sodapop,1185732,9/11/2022,Midwest,South Dakota,Fanta,$0.40 ,"1,750",$700 ,$56 ,$644 ,0.92,
Sodapop,1185732,9/11/2022,Midwest,South Dakota,Powerade,$0.60 ,"1,500",$900 ,$342 ,$558 ,0.62,
Sodapop,1185732,9/11/2022,Midwest,South Dakota,Dasani Water,$0.65 ,"2,500","$1,625 ",$341 ,"$1,284 ",0.79,
Sodapop,1185732,8/12/2022,Midwest,South Dakota,Coca-Cola,$0.60 ,"5,000","$3,000 ","$1,020 ","$1,980 ",0.66,
Sodapop,1185732,8/12/2022,Midwest,South Dakota,Diet Coke,$0.50 ,"3,000","$1,500 ",$180 ,"$1,320 ",0.88,
Sodapop,1185732,8/12/2022,Midwest,South Dakota,Sprite,$0.50 ,"2,500","$1,250 ",$163 ,"$1,088 ",0.87,
Sodapop,1185732,8/12/2022,Midwest,South Dakota,Fanta,$0.50 ,"2,000","$1,000 ",$170 ,$830 ,0.83,
Sodapop,1185732,8/12/2022,Midwest,South Dakota,Powerade,$0.60 ,"2,000","$1,200 ",$252 ,$948 ,0.79,
Sodapop,1185732,8/12/2022,Midwest,South Dakota,Dasani Water,$0.65 ,"3,000","$1,950 ",$273 ,"$1,677 ",0.86,
Sodapop,1185732,6/1/2022,Midwest,North Dakota,Coca-Cola,$0.30 ,"4,500","$1,350 ",$68 ,"$1,283 ",0.95,
Sodapop,1185732,6/1/2022,Midwest,North Dakota,Diet Coke,$0.30 ,"2,500",$750 ,$60 ,$690 ,0.92,
Sodapop,1185732,6/1/2022,Midwest,North Dakota,Sprite,$0.20 ,"2,500",$500 ,$55 ,$445 ,0.89,
Sodapop,1185732,6/1/2022,Midwest,North Dakota,Fanta,$0.25 ,"1,000",$250 ,$38 ,$213 ,0.85,
Sodapop,1185732,6/1/2022,Midwest,North Dakota,Powerade,$0.40 ,"1,500",$600 ,$204 ,$396 ,0.66,
Sodapop,1185732,6/1/2022,Midwest,North Dakota,Dasani Water,$0.30 ,"2,500",$750 ,$255 ,$495 ,0.66,
Sodapop,1185732,6/2/2022,Midwest,North Dakota,Coca-Cola,$0.30 ,"5,000","$1,500 ",$510 ,$990 ,0.66,
Sodapop,1185732,6/2/2022,Midwest,North Dakota,Diet Coke,$0.30 ,"1,500",$450 ,$221 ,$230 ,0.51,
Sodapop,1185732,6/2/2022,Midwest,North Dakota,Sprite,$0.20 ,"2,000",$400 ,$56 ,$344 ,0.86,
Sodapop,1185732,6/2/2022,Midwest,North Dakota,Fanta,$0.25 ,750,$188 ,$26 ,$161 ,0.86,
Sodapop,1185732,6/2/2022,Midwest,North Dakota,Powerade,$0.40 ,"1,500",$600 ,$90 ,$510 ,0.85,
Sodapop,1185732,6/2/2022,Midwest,North Dakota,Dasani Water,$0.15 ,"2,500",$375 ,$90 ,$285 ,0.76,
Sodapop,1185732,5/3/2022,Midwest,North Dakota,Coca-Cola,$0.20 ,"4,700",$940 ,$179 ,$761 ,0.81,
Sodapop,1185732,5/3/2022,Midwest,North Dakota,Diet Coke,$0.20 ,"1,750",$350 ,$161 ,$189 ,0.54,
Sodapop,1185732,5/3/2022,Midwest,North Dakota,Sprite,$0.10 ,"2,250",$225 ,$29 ,$196 ,0.87,
Sodapop,1185732,5/3/2022,Midwest,North Dakota,Fanta,$0.15 ,"1,000",$150 ,$32 ,$119 ,0.79,
Sodapop,1185732,5/3/2022,Midwest,North Dakota,Powerade,$0.30 ,"1,500",$450 ,$185 ,$266 ,0.59,
Sodapop,1185732,5/3/2022,Midwest,North Dakota,Dasani Water,$0.20 ,"2,500",$500 ,$90 ,$410 ,0.82,
Sodapop,1185732,6/4/2022,Midwest,North Dakota,Coca-Cola,$0.20 ,"4,750",$950 ,$76 ,$874 ,0.92,
Sodapop,1185732,6/4/2022,Midwest,North Dakota,Diet Coke,$0.20 ,"1,750",$350 ,$74 ,$277 ,0.79,
Sodapop,1185732,6/4/2022,Midwest,North Dakota,Sprite,$0.10 ,"1,750",$175 ,$60 ,$116 ,0.66,
Sodapop,1185732,6/4/2022,Midwest,North Dakota,Fanta,$0.15 ,"1,000",$150 ,$18 ,$132 ,0.88,
Sodapop,1185732,6/4/2022,Midwest,North Dakota,Powerade,$0.60 ,"1,250",$750 ,$98 ,$653 ,0.87,
Sodapop,1185732,6/4/2022,Midwest,North Dakota,Dasani Water,$0.50 ,"2,500","$1,250 ",$213 ,"$1,038 ",0.83,
Sodapop,1185732,7/5/2022,Midwest,North Dakota,Coca-Cola,$0.60 ,"5,200","$3,120 ",$655 ,"$2,465 ",0.79,
Sodapop,1185732,7/5/2022,Midwest,North Dakota,Diet Coke,$0.40 ,"2,250",$900 ,$126 ,$774 ,0.86,
Sodapop,1185732,7/5/2022,Midwest,North Dakota,Sprite,$0.35 ,"2,000",$700 ,$35 ,$665 ,0.95,
Sodapop,1185732,7/5/2022,Midwest,North Dakota,Fanta,$0.35 ,"1,250",$438 ,$35 ,$403 ,0.92,
Sodapop,1185732,7/5/2022,Midwest,North Dakota,Powerade,$0.45 ,"1,500",$675 ,$74 ,$601 ,0.89,
Sodapop,1185732,7/5/2022,Midwest,North Dakota,Dasani Water,$0.50 ,"2,750","$1,375 ",$206 ,"$1,169 ",0.85,
Sodapop,1185732,6/6/2022,Midwest,North Dakota,Coca-Cola,$0.35 ,"5,250","$1,838 ",$625 ,"$1,213 ",0.66,
Sodapop,1185732,6/6/2022,Midwest,North Dakota,Diet Coke,$0.30 ,"2,750",$825 ,$281 ,$545 ,0.66,
Sodapop,1185732,6/6/2022,Midwest,North Dakota,Sprite,$0.25 ,"2,000",$500 ,$170 ,$330 ,0.66,
Sodapop,1185732,6/6/2022,Midwest,North Dakota,Fanta,$0.25 ,"1,750",$438 ,$214 ,$223 ,0.51,
Sodapop,1185732,6/6/2022,Midwest,North Dakota,Powerade,$0.35 ,"1,750",$613 ,$86 ,$527 ,0.86,
Sodapop,1185732,6/6/2022,Midwest,North Dakota,Dasani Water,$0.55 ,"3,250","$1,788 ",$250 ,"$1,537 ",0.86,
Sodapop,1185732,5/7/2022,Midwest,North Dakota,Coca-Cola,$0.50 ,"5,500","$2,750 ",$413 ,"$2,338 ",0.85,
Sodapop,1185732,5/7/2022,Midwest,North Dakota,Diet Coke,$0.45 ,"3,000","$1,350 ",$324 ,"$1,026 ",0.76,
Sodapop,1185732,5/7/2022,Midwest,North Dakota,Sprite,$0.40 ,"2,250",$900 ,$171 ,$729 ,0.81,
Sodapop,1185732,5/7/2022,Midwest,North Dakota,Fanta,$0.40 ,"1,750",$700 ,$322 ,$378 ,0.54,
Sodapop,1185732,5/7/2022,Midwest,North Dakota,Powerade,$0.50 ,"2,000","$1,000 ",$130 ,$870 ,0.87,
Sodapop,1185732,5/7/2022,Midwest,North Dakota,Dasani Water,$0.55 ,"3,750","$2,063 ",$433 ,"$1,629 ",0.79,
Sodapop,1185732,6/8/2022,Midwest,North Dakota,Coca-Cola,$0.50 ,"5,250","$2,625 ","$1,076 ","$1,549 ",0.59,
Sodapop,1185732,6/8/2022,Midwest,North Dakota,Diet Coke,$0.45 ,"3,000","$1,350 ",$243 ,"$1,107 ",0.82,
Sodapop,1185732,6/8/2022,Midwest,North Dakota,Sprite,$0.40 ,"2,250",$900 ,$72 ,$828 ,0.92,
Sodapop,1185732,6/8/2022,Midwest,North Dakota,Fanta,$0.40 ,"2,000",$800 ,$168 ,$632 ,0.79,
Sodapop,1185732,6/8/2022,Midwest,North Dakota,Powerade,$0.50 ,"1,750",$875 ,$298 ,$578 ,0.66,
Sodapop,1185732,6/8/2022,Midwest,North Dakota,Dasani Water,$0.55 ,"3,500","$1,925 ",$231 ,"$1,694 ",0.88,
Sodapop,1185732,7/9/2022,Midwest,North Dakota,Coca-Cola,$0.35 ,"4,750","$1,663 ",$216 ,"$1,446 ",0.87,
Sodapop,1185732,7/9/2022,Midwest,North Dakota,Diet Coke,$0.30 ,"2,750",$825 ,$140 ,$685 ,0.83,
Sodapop,1185732,7/9/2022,Midwest,North Dakota,Sprite,$0.25 ,"1,750",$438 ,$92 ,$346 ,0.79,
Sodapop,1185732,7/9/2022,Midwest,North Dakota,Fanta,$0.25 ,"1,500",$375 ,$53 ,$323 ,0.86,
Sodapop,1185732,7/9/2022,Midwest,North Dakota,Powerade,$0.35 ,"1,500",$525 ,$26 ,$499 ,0.95,
Sodapop,1185732,7/9/2022,Midwest,North Dakota,Dasani Water,$0.40 ,"2,250",$900 ,$72 ,$828 ,0.92,
Sodapop,1185732,6/10/2022,Midwest,North Dakota,Coca-Cola,$0.45 ,"4,000","$1,800 ",$198 ,"$1,602 ",0.89,
Sodapop,1185732,6/10/2022,Midwest,North Dakota,Diet Coke,$0.35 ,"2,500",$875 ,$131 ,$744 ,0.85,
Sodapop,1185732,6/10/2022,Midwest,North Dakota,Sprite,$0.35 ,"1,500",$525 ,$179 ,$347 ,0.66,
Sodapop,1185732,6/10/2022,Midwest,North Dakota,Fanta,$0.35 ,"1,250",$438 ,$149 ,$289 ,0.66,
Sodapop,1185732,6/10/2022,Midwest,North Dakota,Powerade,$0.45 ,"1,250",$563 ,$191 ,$371 ,0.66,
Sodapop,1185732,6/10/2022,Midwest,North Dakota,Dasani Water,$0.50 ,"2,500","$1,250 ",$613 ,$638 ,0.51,
Sodapop,1185732,6/11/2022,Midwest,North Dakota,Coca-Cola,$0.45 ,"4,000","$1,800 ",$252 ,"$1,548 ",0.86,
Sodapop,1185732,6/11/2022,Midwest,North Dakota,Diet Coke,$0.35 ,"2,750",$963 ,$135 ,$828 ,0.86,
Sodapop,1185732,6/11/2022,Midwest,North Dakota,Sprite,$0.35 ,"2,200",$770 ,$116 ,$655 ,0.85,
Sodapop,1185732,6/11/2022,Midwest,North Dakota,Fanta,$0.35 ,"2,000",$700 ,$168 ,$532 ,0.76,
Sodapop,1185732,6/11/2022,Midwest,North Dakota,Powerade,$0.60 ,"1,750","$1,050 ",$200 ,$851 ,0.81,
Sodapop,1185732,6/11/2022,Midwest,North Dakota,Dasani Water,$0.65 ,"2,750","$1,788 ",$822 ,$965 ,0.54,
Sodapop,1185732,5/12/2022,Midwest,North Dakota,Coca-Cola,$0.60 ,"5,250","$3,150 ",$410 ,"$2,741 ",0.87,
Sodapop,1185732,5/12/2022,Midwest,North Dakota,Diet Coke,$0.50 ,"3,250","$1,625 ",$341 ,"$1,284 ",0.79,
Sodapop,1185732,5/12/2022,Midwest,North Dakota,Sprite,$0.50 ,"2,750","$1,375 ",$564 ,$811 ,0.59,
Sodapop,1185732,5/12/2022,Midwest,North Dakota,Fanta,$0.50 ,"2,250","$1,125 ",$203 ,$923 ,0.82,
Sodapop,1185732,5/12/2022,Midwest,North Dakota,Powerade,$0.60 ,"2,250","$1,350 ",$108 ,"$1,242 ",0.92,
Sodapop,1185732,5/12/2022,Midwest,North Dakota,Dasani Water,$0.65 ,"3,250","$2,113 ",$444 ,"$1,669 ",0.79,
Sodapop,1185732,3/1/2022,Midwest,Iowa,Coca-Cola,$0.30 ,"4,500","$1,350 ",$459 ,$891 ,0.66,
Sodapop,1185732,3/1/2022,Midwest,Iowa,Diet Coke,$0.30 ,"2,500",$750 ,$90 ,$660 ,0.88,
Sodapop,1185732,3/1/2022,Midwest,Iowa,Sprite,$0.20 ,"2,500",$500 ,$65 ,$435 ,0.87,
Sodapop,1185732,3/1/2022,Midwest,Iowa,Fanta,$0.25 ,"1,000",$250 ,$43 ,$208 ,0.83,
Sodapop,1185732,3/1/2022,Midwest,Iowa,Powerade,$0.40 ,"1,500",$600 ,$126 ,$474 ,0.79,
Sodapop,1185732,3/1/2022,Midwest,Iowa,Dasani Water,$0.30 ,"2,500",$750 ,$105 ,$645 ,0.86,
Sodapop,1185732,3/2/2022,Midwest,Iowa,Coca-Cola,$0.30 ,"5,000","$1,500 ",$75 ,"$1,425 ",0.95,
Sodapop,1185732,3/2/2022,Midwest,Iowa,Diet Coke,$0.30 ,"1,500",$450 ,$36 ,$414 ,0.92,
Sodapop,1185732,3/2/2022,Midwest,Iowa,Sprite,$0.20 ,"2,000",$400 ,$44 ,$356 ,0.89,
Sodapop,1185732,3/2/2022,Midwest,Iowa,Fanta,$0.25 ,750,$188 ,$28 ,$159 ,0.85,
Sodapop,1185732,3/2/2022,Midwest,Iowa,Powerade,$0.40 ,"1,500",$600 ,$204 ,$396 ,0.66,
Sodapop,1185732,3/2/2022,Midwest,Iowa,Dasani Water,$0.15 ,"2,500",$375 ,$128 ,$248 ,0.66,
Sodapop,1185732,2/3/2022,Midwest,Iowa,Coca-Cola,$0.20 ,"4,700",$940 ,$320 ,$620 ,0.66,
Sodapop,1185732,2/3/2022,Midwest,Iowa,Diet Coke,$0.20 ,"1,750",$350 ,$172 ,$179 ,0.51,
Sodapop,1185732,2/3/2022,Midwest,Iowa,Sprite,$0.10 ,"2,250",$225 ,$32 ,$194 ,0.86,
Sodapop,1185732,2/3/2022,Midwest,Iowa,Fanta,$0.15 ,750,$113 ,$16 ,$97 ,0.86,
Sodapop,1185732,2/3/2022,Midwest,Iowa,Powerade,$0.30 ,"1,250",$375 ,$56 ,$319 ,0.85,
Sodapop,1185732,2/3/2022,Midwest,Iowa,Dasani Water,$0.20 ,"2,250",$450 ,$108 ,$342 ,0.76,
Sodapop,1185732,3/4/2022,Midwest,Iowa,Coca-Cola,$0.20 ,"4,500",$900 ,$171 ,$729 ,0.81,
Sodapop,1185732,3/4/2022,Midwest,Iowa,Diet Coke,$0.20 ,"1,500",$300 ,$138 ,$162 ,0.54,
Sodapop,1185732,3/4/2022,Midwest,Iowa,Sprite,$0.10 ,"1,500",$150 ,$20 ,$131 ,0.87,
Sodapop,1185732,3/4/2022,Midwest,Iowa,Fanta,$0.15 ,750,$113 ,$24 ,$89 ,0.79,
Sodapop,1185732,3/4/2022,Midwest,Iowa,Powerade,$0.60 ,"1,000",$600 ,$246 ,$354 ,0.59,
Sodapop,1185732,3/4/2022,Midwest,Iowa,Dasani Water,$0.50 ,"2,250","$1,125 ",$203 ,$923 ,0.82,
Sodapop,1185732,4/5/2022,Midwest,Iowa,Coca-Cola,$0.60 ,"4,950","$2,970 ",$238 ,"$2,732 ",0.92,
Sodapop,1185732,4/5/2022,Midwest,Iowa,Diet Coke,$0.40 ,"2,000",$800 ,$168 ,$632 ,0.79,
Sodapop,1185732,4/5/2022,Midwest,Iowa,Sprite,$0.35 ,"1,750",$613 ,$208 ,$404 ,0.66,
Sodapop,1185732,4/5/2022,Midwest,Iowa,Fanta,$0.35 ,"1,500",$525 ,$63 ,$462 ,0.88,
Sodapop,1185732,4/5/2022,Midwest,Iowa,Powerade,$0.45 ,"1,750",$788 ,$102 ,$685 ,0.87,
Sodapop,1185732,4/5/2022,Midwest,Iowa,Dasani Water,$0.50 ,"3,000","$1,500 ",$255 ,"$1,245 ",0.83,
Sodapop,1185732,3/6/2022,Midwest,Iowa,Coca-Cola,$0.35 ,"5,500","$1,925 ",$404 ,"$1,521 ",0.79,
Sodapop,1185732,3/6/2022,Midwest,Iowa,Diet Coke,$0.30 ,"3,000",$900 ,$126 ,$774 ,0.86,
Sodapop,1185732,3/6/2022,Midwest,Iowa,Sprite,$0.25 ,"2,000",$500 ,$25 ,$475 ,0.95,
Sodapop,1185732,3/6/2022,Midwest,Iowa,Fanta,$0.25 ,"1,750",$438 ,$35 ,$403 ,0.92,
Sodapop,1185732,3/6/2022,Midwest,Iowa,Powerade,$0.35 ,"1,750",$613 ,$67 ,$545 ,0.89,
Sodapop,1185732,3/6/2022,Midwest,Iowa,Dasani Water,$0.55 ,"3,250","$1,788 ",$268 ,"$1,519 ",0.85,
Sodapop,1185732,2/7/2022,Midwest,Iowa,Coca-Cola,$0.50 ,"5,500","$2,750 ",$935 ,"$1,815 ",0.66,
Sodapop,1185732,2/7/2022,Midwest,Iowa,Diet Coke,$0.45 ,"3,000","$1,350 ",$459 ,$891 ,0.66,
Sodapop,1185732,2/7/2022,Midwest,Iowa,Sprite,$0.40 ,"2,250",$900 ,$306 ,$594 ,0.66,
Sodapop,1185732,2/7/2022,Midwest,Iowa,Fanta,$0.40 ,"1,750",$700 ,$343 ,$357 ,0.51,
Sodapop,1185732,2/7/2022,Midwest,Iowa,Powerade,$0.50 ,"2,000","$1,000 ",$140 ,$860 ,0.86,
Sodapop,1185732,2/7/2022,Midwest,Iowa,Dasani Water,$0.55 ,"3,750","$2,063 ",$289 ,"$1,774 ",0.86,
Sodapop,1185732,3/8/2022,Midwest,Iowa,Coca-Cola,$0.50 ,"5,250","$2,625 ",$394 ,"$2,231 ",0.85,
Sodapop,1185732,3/8/2022,Midwest,Iowa,Diet Coke,$0.45 ,"3,000","$1,350 ",$324 ,"$1,026 ",0.76,
Sodapop,1185732,3/8/2022,Midwest,Iowa,Sprite,$0.40 ,"2,250",$900 ,$171 ,$729 ,0.81,
Sodapop,1185732,3/8/2022,Midwest,Iowa,Fanta,$0.40 ,"2,000",$800 ,$368 ,$432 ,0.54,
Sodapop,1185732,3/8/2022,Midwest,Iowa,Powerade,$0.50 ,"1,750",$875 ,$114 ,$761 ,0.87,
Sodapop,1185732,3/8/2022,Midwest,Iowa,Dasani Water,$0.55 ,"3,500","$1,925 ",$404 ,"$1,521 ",0.79,
Sodapop,1185732,4/9/2022,Midwest,Iowa,Coca-Cola,$0.35 ,"4,750","$1,663 ",$565 ,"$1,097 ",0.66,
Sodapop,1185732,4/9/2022,Midwest,Iowa,Diet Coke,$0.30 ,"2,500",$750 ,$90 ,$660 ,0.88,
Sodapop,1185732,4/9/2022,Midwest,Iowa,Sprite,$0.25 ,"1,500",$375 ,$49 ,$326 ,0.87,
Sodapop,1185732,4/9/2022,Midwest,Iowa,Fanta,$0.25 ,"1,250",$313 ,$53 ,$259 ,0.83,
Sodapop,1185732,4/9/2022,Midwest,Iowa,Powerade,$0.35 ,"1,250",$438 ,$92 ,$346 ,0.79,
Sodapop,1185732,4/9/2022,Midwest,Iowa,Dasani Water,$0.40 ,"2,000",$800 ,$112 ,$688 ,0.86,
Sodapop,1185732,3/10/2022,Midwest,Iowa,Coca-Cola,$0.45 ,"3,750","$1,688 ",$84 ,"$1,603 ",0.95,
Sodapop,1185732,3/10/2022,Midwest,Iowa,Diet Coke,$0.35 ,"2,250",$788 ,$63 ,$725 ,0.92,
Sodapop,1185732,3/10/2022,Midwest,Iowa,Sprite,$0.35 ,"1,250",$438 ,$48 ,$389 ,0.89,
Sodapop,1185732,3/10/2022,Midwest,Iowa,Fanta,$0.35 ,"1,250",$438 ,$66 ,$372 ,0.85,
Sodapop,1185732,3/10/2022,Midwest,Iowa,Powerade,$0.45 ,"1,250",$563 ,$191 ,$371 ,0.66,
Sodapop,1185732,3/10/2022,Midwest,Iowa,Dasani Water,$0.50 ,"2,500","$1,250 ",$425 ,$825 ,0.66,
Sodapop,1185732,3/11/2022,Midwest,Iowa,Coca-Cola,$0.45 ,"4,000","$1,800 ",$612 ,"$1,188 ",0.66,
Sodapop,1185732,3/11/2022,Midwest,Iowa,Diet Coke,$0.35 ,"3,000","$1,050 ",$515 ,$536 ,0.51,
Sodapop,1185732,3/11/2022,Midwest,Iowa,Sprite,$0.35 ,"2,450",$858 ,$120 ,$737 ,0.86,
Sodapop,1185732,3/11/2022,Midwest,Iowa,Fanta,$0.35 ,"2,250",$788 ,$110 ,$677 ,0.86,
Sodapop,1185732,3/11/2022,Midwest,Iowa,Powerade,$0.60 ,"2,000","$1,200 ",$180 ,"$1,020 ",0.85,
Sodapop,1185732,3/11/2022,Midwest,Iowa,Dasani Water,$0.65 ,"3,000","$1,950 ",$468 ,"$1,482 ",0.76,
Sodapop,1185732,2/12/2022,Midwest,Iowa,Coca-Cola,$0.60 ,"5,500","$3,300 ",$627 ,"$2,673 ",0.81,
Sodapop,1185732,2/12/2022,Midwest,Iowa,Diet Coke,$0.50 ,"3,500","$1,750 ",$805 ,$945 ,0.54,
Sodapop,1185732,2/12/2022,Midwest,Iowa,Sprite,$0.50 ,"3,000","$1,500 ",$195 ,"$1,305 ",0.87,
Sodapop,1185732,2/12/2022,Midwest,Iowa,Fanta,$0.50 ,"2,500","$1,250 ",$263 ,$988 ,0.79,
Sodapop,1185732,2/12/2022,Midwest,Iowa,Powerade,$0.60 ,"2,500","$1,500 ",$615 ,$885 ,0.59,
Sodapop,1185732,2/12/2022,Midwest,Iowa,Dasani Water,$0.65 ,"3,500","$2,275 ",$410 ,"$1,866 ",0.82,
Sodapop,1185732,10/1/2022,Midwest,Wisconsin,Coca-Cola,$0.35 ,"5,000","$1,750 ",$140 ,"$1,610 ",0.92,
Sodapop,1185732,10/1/2022,Midwest,Wisconsin,Diet Coke,$0.35 ,"3,000","$1,050 ",$399 ,$651 ,0.62,
Sodapop,1185732,10/1/2022,Midwest,Wisconsin,Sprite,$0.25 ,"3,000",$750 ,$158 ,$593 ,0.79,
Sodapop,1185732,10/1/2022,Midwest,Wisconsin,Fanta,$0.30 ,"1,500",$450 ,$153 ,$297 ,0.66,
Sodapop,1185732,10/1/2022,Midwest,Wisconsin,Powerade,$0.45 ,"2,000",$900 ,$108 ,$792 ,0.88,
Sodapop,1185732,10/1/2022,Midwest,Wisconsin,Dasani Water,$0.35 ,"3,000","$1,050 ",$137 ,$914 ,0.87,
Sodapop,1185732,10/2/2022,Midwest,Wisconsin,Coca-Cola,$0.35 ,"5,500","$1,925 ",$327 ,"$1,598 ",0.83,
Sodapop,1185732,10/2/2022,Midwest,Wisconsin,Diet Coke,$0.35 ,"2,000",$700 ,$147 ,$553 ,0.79,
Sodapop,1185732,10/2/2022,Midwest,Wisconsin,Sprite,$0.25 ,"2,500",$625 ,$88 ,$538 ,0.86,
Sodapop,1185732,10/2/2022,Midwest,Wisconsin,Fanta,$0.30 ,"1,250",$375 ,$19 ,$356 ,0.95,
Sodapop,1185732,10/2/2022,Midwest,Wisconsin,Powerade,$0.45 ,"2,000",$900 ,$72 ,$828 ,0.92,
Sodapop,1185732,10/2/2022,Midwest,Wisconsin,Dasani Water,$0.20 ,"3,000",$600 ,$66 ,$534 ,0.89,
Sodapop,1185732,9/3/2022,Midwest,Wisconsin,Coca-Cola,$0.25 ,"5,200","$1,300 ",$195 ,"$1,105 ",0.85,
Sodapop,1185732,9/3/2022,Midwest,Wisconsin,Diet Coke,$0.25 ,"2,250",$563 ,$191 ,$371 ,0.66,
Sodapop,1185732,9/3/2022,Midwest,Wisconsin,Sprite,$0.15 ,"2,750",$413 ,$140 ,$272 ,0.66,
Sodapop,1185732,9/3/2022,Midwest,Wisconsin,Fanta,$0.20 ,"1,250",$250 ,$85 ,$165 ,0.66,
Sodapop,1185732,9/3/2022,Midwest,Wisconsin,Powerade,$0.35 ,"1,750",$613 ,$300 ,$312 ,0.51,
Sodapop,1185732,9/3/2022,Midwest,Wisconsin,Dasani Water,$0.25 ,"2,750",$688 ,$96 ,$591 ,0.86,
Sodapop,1185732,10/4/2022,Midwest,Wisconsin,Coca-Cola,$0.25 ,"5,000","$1,250 ",$175 ,"$1,075 ",0.86,
Sodapop,1185732,10/4/2022,Midwest,Wisconsin,Diet Coke,$0.25 ,"2,000",$500 ,$75 ,$425 ,0.85,
Sodapop,1185732,10/4/2022,Midwest,Wisconsin,Sprite,$0.15 ,"2,000",$300 ,$72 ,$228 ,0.76,
Sodapop,1185732,10/4/2022,Midwest,Wisconsin,Fanta,$0.20 ,"1,250",$250 ,$48 ,$203 ,0.81,
Sodapop,1185732,10/4/2022,Midwest,Wisconsin,Powerade,$0.65 ,"1,500",$975 ,$449 ,$527 ,0.54,
Sodapop,1185732,10/4/2022,Midwest,Wisconsin,Dasani Water,$0.50 ,"2,750","$1,375 ",$179 ,"$1,196 ",0.87,
Sodapop,1185732,11/5/2022,Midwest,Wisconsin,Coca-Cola,$0.60 ,"5,450","$3,270 ",$687 ,"$2,583 ",0.79,
Sodapop,1185732,11/5/2022,Midwest,Wisconsin,Diet Coke,$0.40 ,"2,500","$1,000 ",$410 ,$590 ,0.59,
Sodapop,1185732,11/5/2022,Midwest,Wisconsin,Sprite,$0.35 ,"2,250",$788 ,$142 ,$646 ,0.82,
Sodapop,1185732,11/5/2022,Midwest,Wisconsin,Fanta,$0.35 ,"1,750",$613 ,$49 ,$564 ,0.92,
Sodapop,1185732,11/5/2022,Midwest,Wisconsin,Powerade,$0.45 ,"2,000",$900 ,$189 ,$711 ,0.79,
Sodapop,1185732,11/5/2022,Midwest,Wisconsin,Dasani Water,$0.55 ,"3,250","$1,788 ",$608 ,"$1,180 ",0.66,
Sodapop,1185732,10/6/2022,Midwest,Wisconsin,Coca-Cola,$0.40 ,"5,750","$2,300 ",$276 ,"$2,024 ",0.88,
Sodapop,1185732,10/6/2022,Midwest,Wisconsin,Diet Coke,$0.35 ,"3,250","$1,138 ",$148 ,$990 ,0.87,
Sodapop,1185732,10/6/2022,Midwest,Wisconsin,Sprite,$0.30 ,"2,000",$600 ,$102 ,$498 ,0.83,
Sodapop,1185732,10/6/2022,Midwest,Wisconsin,Fanta,$0.30 ,"1,750",$525 ,$110 ,$415 ,0.79,
Sodapop,1185732,10/6/2022,Midwest,Wisconsin,Powerade,$0.40 ,"1,750",$700 ,$98 ,$602 ,0.86,
Sodapop,1185732,10/6/2022,Midwest,Wisconsin,Dasani Water,$0.60 ,"3,250","$1,950 ",$98 ,"$1,853 ",0.95,
Sodapop,1185732,9/7/2022,Midwest,Wisconsin,Coca-Cola,$0.55 ,"5,500","$3,025 ",$242 ,"$2,783 ",0.92,
Sodapop,1185732,9/7/2022,Midwest,Wisconsin,Diet Coke,$0.50 ,"3,000","$1,500 ",$165 ,"$1,335 ",0.89,
Sodapop,1185732,9/7/2022,Midwest,Wisconsin,Sprite,$0.45 ,"2,250","$1,013 ",$152 ,$861 ,0.85,
Sodapop,1185732,9/7/2022,Midwest,Wisconsin,Fanta,$0.45 ,"1,750",$788 ,$268 ,$520 ,0.66,
Sodapop,1185732,9/7/2022,Midwest,Wisconsin,Powerade,$0.55 ,"2,000","$1,100 ",$374 ,$726 ,0.66,
Sodapop,1185732,9/7/2022,Midwest,Wisconsin,Dasani Water,$0.60 ,"3,750","$2,250 ",$765 ,"$1,485 ",0.66,
Sodapop,1185732,10/8/2022,Midwest,Wisconsin,Coca-Cola,$0.50 ,"5,250","$2,625 ","$1,286 ","$1,339 ",0.51,
Sodapop,1185732,10/8/2022,Midwest,Wisconsin,Diet Coke,$0.45 ,"3,000","$1,350 ",$189 ,"$1,161 ",0.86,
Sodapop,1185732,10/8/2022,Midwest,Wisconsin,Sprite,$0.40 ,"2,250",$900 ,$126 ,$774 ,0.86,
Sodapop,1185732,10/8/2022,Midwest,Wisconsin,Fanta,$0.40 ,"2,000",$800 ,$120 ,$680 ,0.85,
