Transaction_ID,Date,Customer_ID,Product_Category,Product,Price,Quantity,Shipping_Cost,Discount,Profit
3107,2031-12-02,7958,Beauty,Washing Machine,1973.96,4,7.02,0.24,46.38
3108,2031-12-03,9236,Beauty,Shoes,802.11,4,48.09,0.28,130.26
3109,2031-12-04,6767,Fashion,Shoes,670.49,2,47.88,0.19,292.55
3110,2031-12-05,9743,Electronics,Lipstick,1252.61,2,17.57,0.04,242.73
3111,2031-12-06,7235,Electronics,Lipstick,1652.96,4,37.92,0.19,210.44
3112,2031-12-07,5200,Sports,Smartphone,1874.18,1,31.04,0.03,32.36
3113,2031-12-08,8198,Sports,Shoes,1608.22,1,15.69,0.27,223.9
3114,2031-12-09,5256,Fashion,Smartphone,859.08,4,16.8,0.32,84.7
3115,2031-12-10,8747,Electronics,Watch,1273.48,2,27.1,0.38,145.08
3116,2031-12-11,9642,Fashion,Smartphone,1714.04,1,23.87,0.06,171.02
3117,2031-12-12,7241,Sports,Treadmill,986.31,2,18.11,0.21,171.09
3118,2031-12-13,8175,Sports,Washing Machine,441.21,1,41.34,0.23,209.75
3119,2031-12-14,8606,Beauty,Watch,347.75,4,26.67,0.37,188.36
3120,2031-12-15,8336,Fashion,Sofa,10.31,3,34.47,0.25,-7.44
3121,2031-12-16,9897,Fashion,Shoes,1439.29,3,13.52,0.06,120.92
3122,2031-12-17,5413,Electronics,Lipstick,231.08,2,29.01,0.17,
3123,2031-12-18,7014,Electronics,Watch,495.24,2,19.31,0.26,67.68
3124,2031-12-19,6381,Beauty,Lipstick,602.77,1,28.69,0.28,73.31
3125,2031-12-20,6098,Home Decor,Sofa,1125.16,4,40.14,0.35,
3126,2031-12-21,8426,Home Decor,Watch,801.93,1,39.6,0.07,108.14
3127,2031-12-22,8655,Home Decor,Shoes,1352.6,4,20.94,0.38,295.65
3128,2031-12-23,5909,Fashion,Watch,120.72,4,36.24,0.02,64.16
3129,2031-12-24,5187,Fashion,Lipstick,256.64,2,47.36,0.39,145.37
3130,2031-12-25,9044,Sports,Lipstick,1003.43,3,33.16,0.34,215.27
3131,2031-12-26,8756,Fashion,Treadmill,680.56,3,11.68,0.26,-25.55
3132,2031-12-27,7015,Fashion,Smartphone,598.67,2,35.59,0.29,267.15
3133,2031-12-28,7092,Fashion,Watch,143.39,3,9.72,0.03,97.56
3134,2031-12-29,8644,Beauty,Lipstick,1792.48,2,44.24,0.02,256.81
3135,2031-12-30,7130,Fashion,Washing Machine,1386.72,1,28.25,0.04,-17.15
3136,2031-12-31,5357,Electronics,Shoes,252.02,4,22.33,0.03,18.07
3137,2032-01-01,7422,Electronics,Washing Machine,139.44,3,7.57,0.22,76.43
3138,2032-01-02,9257,Sports,Sofa,1950.0,3,22.14,0.09,84.0
3139,2032-01-03,9545,Beauty,Watch,1365.53,1,45.64,0.34,249.77
3140,2032-01-04,6497,Electronics,Treadmill,840.74,1,5.94,0.18,-26.3
3141,2032-01-05,7158,Beauty,Shoes,1406.44,3,26.36,0.28,181.57
3142,2032-01-06,7555,Beauty,Treadmill,1515.1,3,46.9,0.26,13.33
3143,2032-01-07,7342,Sports,Smartphone,1562.12,2,22.77,0.13,241.66
3144,2032-01-08,7951,Beauty,Lipstick,960.98,2,24.27,0.1,226.93
3145,2032-01-09,6238,Fashion,Shoes,865.47,3,31.04,0.14,134.97
3146,2032-01-10,5973,Beauty,Sofa,31.95,2,25.83,0.32,40.19
3147,2032-01-11,9727,Sports,Watch,1853.85,1,12.59,0.23,179.38
3148,2032-01-12,8965,Sports,Smartphone,1210.58,4,5.83,0.1,21.57
3149,2032-01-13,6050,Sports,Smartphone,414.28,2,32.44,0.33,32.71
3150,2032-01-14,8701,Electronics,Treadmill,,4,46.44,0.02,
3151,2032-01-15,7780,Fashion,Smartphone,1830.71,2,9.79,0.28,297.11
3152,2032-01-16,6588,Electronics,Shoes,1978.48,3,14.49,0.18,264.05
3153,2032-01-17,8878,Home Decor,Treadmill,1749.37,2,21.66,0.29,165.73
3154,2032-01-18,7368,Fashion,Smartphone,1995.59,4,41.39,0.37,147.72
3155,2032-01-19,5436,Beauty,Watch,496.93,4,17.12,0.3,299.47
3156,2032-01-20,7828,Sports,Sofa,1686.08,3,44.69,0.18,150.64
3157,2032-01-21,6556,Home Decor,Watch,,4,7.47,0.06,108.64
3158,2032-01-22,8858,Fashion,Washing Machine,469.57,3,47.34,0.32,270.15
3159,2032-01-23,6304,Electronics,Shoes,,3,30.23,0.18,47.28
3160,2032-01-24,7384,Sports,Sofa,1959.05,4,34.64,0.03,2.18
3161,2032-01-25,5182,Electronics,Sofa,599.09,1,21.55,0.29,179.25
3162,2032-01-26,6589,Fashion,Treadmill,1743.07,4,40.19,0.12,1.63
3163,2032-01-27,6587,Fashion,Lipstick,18.21,4,12.5,0.02,93.14
3164,2032-01-28,5659,Home Decor,Treadmill,51.84,2,7.2,0.36,109.78
3165,2032-01-29,5159,Beauty,Shoes,937.08,4,22.8,0.19,150.69
3166,2032-01-30,8953,Electronics,Shoes,485.04,2,43.42,0.11,297.25
3167,2032-01-31,6011,Home Decor,Treadmill,1382.78,2,38.97,0.29,42.92
3168,2032-02-01,5052,Sports,Lipstick,1135.47,4,28.27,0.35,94.0
3169,2032-02-02,7307,Beauty,Watch,164.2,3,30.75,0.0,13.64
3170,2032-02-03,6228,Home Decor,Treadmill,333.63,1,10.85,0.28,170.51
3171,2032-02-04,6035,Electronics,Shoes,782.22,4,42.83,0.31,210.13
3172,2032-02-05,8702,Fashion,Lipstick,379.35,4,40.41,0.08,129.09
3173,2032-02-06,9045,Sports,Shoes,1586.52,3,34.54,0.2,51.12
3174,2032-02-07,9945,Electronics,Lipstick,837.98,2,25.98,0.04,174.89
3175,2032-02-08,9449,Beauty,Lipstick,195.93,3,48.4,0.3,147.92
3176,2032-02-09,6264,Beauty,Treadmill,973.84,3,44.56,0.34,26.49
3177,2032-02-10,6884,Fashion,Treadmill,190.77,2,34.0,0.04,103.88
3178,2032-02-11,6809,Fashion,Treadmill,266.59,4,21.73,0.33,113.62
3179,2032-02-12,8167,Sports,Lipstick,486.82,3,32.81,0.31,
3180,2032-02-13,8797,Sports,Lipstick,1720.46,3,30.89,0.14,250.26
3181,2032-02-14,7341,Fashion,Shoes,1849.98,4,22.74,0.28,212.34
3182,2032-02-15,8414,Fashion,Sofa,1654.25,4,18.8,0.0,263.3
3183,2032-02-16,5817,Beauty,Treadmill,674.81,1,23.32,0.37,212.71
3184,2032-02-17,7437,Fashion,Washing Machine,552.17,3,30.83,0.22,268.12
3185,2032-02-18,5888,Home Decor,Shoes,1102.82,1,24.27,0.25,-12.0
3186,2032-02-19,5667,Electronics,Shoes,1446.49,2,16.86,0.27,120.5
3187,2032-02-20,9728,Fashion,Smartphone,1986.81,4,39.24,0.22,216.48
3188,2032-02-21,7624,Sports,Treadmill,271.83,4,28.92,0.34,162.49
3189,2032-02-22,9232,Home Decor,Watch,108.09,1,8.05,0.24,27.8
3190,2032-02-23,9523,Sports,Shoes,1391.77,3,21.57,0.36,82.36
3191,2032-02-24,5818,Home Decor,Smartphone,1666.13,2,44.82,0.23,74.87
3192,2032-02-25,7188,Fashion,Washing Machine,1694.23,3,38.99,0.07,56.24
3193,2032-02-26,6106,Electronics,Washing Machine,1360.14,3,19.55,0.37,83.23
3194,2032-02-27,7224,Sports,Watch,1908.49,1,47.22,0.27,139.9
3195,2032-02-28,5197,Home Decor,Treadmill,1026.9,3,8.45,0.28,252.11
3196,2032-02-29,7671,Beauty,Lipstick,1828.49,1,48.26,0.39,214.87
3197,2032-03-01,8492,Fashion,Smartphone,1935.95,4,16.06,0.03,245.63
3198,2032-03-02,7448,Electronics,Lipstick,1695.84,4,5.41,0.17,261.59
3199,2032-03-03,5470,Fashion,Washing Machine,626.42,4,24.52,0.1,107.33
3200,2032-03-04,6948,Beauty,Washing Machine,400.47,2,21.15,0.25,84.19
3201,2032-03-05,8899,Electronics,Sofa,1100.76,2,29.26,0.32,-10.98
3202,2032-03-06,7010,Beauty,Sofa,911.5,3,40.85,0.39,277.06
3203,2032-03-07,8800,Fashion,Watch,1756.74,1,42.91,0.18,-8.28
3204,2032-03-08,9118,Home Decor,Sofa,209.06,3,23.06,0.31,214.57
3205,2032-03-09,8796,Fashion,Sofa,522.9,4,24.34,0.37,94.78
3206,2032-03-10,8988,Fashion,Watch,1506.08,3,11.67,0.27,283.1
3207,2032-03-11,5234,Fashion,Shoes,199.02,3,7.14,0.1,108.47
3208,2032-03-12,5928,Sports,Sofa,648.32,3,33.85,0.24,239.48
3209,2032-03-13,8607,Beauty,Shoes,780.44,4,7.9,0.39,63.28
3210,2032-03-14,5522,Beauty,Shoes,1248.96,1,38.02,0.4,68.7
3211,2032-03-15,8523,Beauty,Treadmill,324.68,3,29.26,0.26,166.52
3212,2032-03-16,9526,Sports,Shoes,1722.6,4,13.94,0.35,299.33
3213,2032-03-17,9888,Home Decor,Shoes,900.61,2,29.28,0.08,
3214,2032-03-18,6629,Fashion,Sofa,1834.87,1,13.23,0.1,278.98
3215,2032-03-19,9628,Home Decor,Shoes,941.06,4,24.74,0.38,229.46
3216,2032-03-20,6316,Sports,Lipstick,557.33,3,40.98,0.05,232.64
3217,2032-03-21,7857,Beauty,Watch,292.24,4,25.79,0.08,113.87
3218,2032-03-22,6124,Fashion,Sofa,17.45,1,11.69,0.17,97.56
3219,2032-03-23,7587,Electronics,Watch,1068.99,3,37.57,0.24,33.33
3220,2032-03-24,6023,Electronics,Smartphone,223.24,2,13.4,0.24,288.1
3221,2032-03-25,6378,Home Decor,Sofa,789.54,2,38.23,0.12,286.6
3222,2032-03-26,8374,Beauty,Shoes,1182.65,2,26.57,0.37,216.53
3223,2032-03-27,6519,Electronics,Lipstick,558.61,4,25.42,0.37,67.76
3224,2032-03-28,5226,Home Decor,Watch,358.7,1,43.31,0.16,50.91
3225,2032-03-29,9968,Sports,Sofa,1551.7,2,36.89,0.17,296.24
3226,2032-03-30,5891,Home Decor,Lipstick,1894.11,3,6.48,0.28,-8.04
3227,2032-03-31,9072,Home Decor,Watch,209.88,3,18.33,0.27,248.38
3228,2032-04-01,7257,Home Decor,Smartphone,319.62,3,44.19,0.15,87.3
3229,2032-04-02,7788,Fashion,Washing Machine,1920.43,4,5.82,0.17,108.23
3230,2032-04-03,5396,Home Decor,Smartphone,85.19,1,29.54,0.14,244.55
3231,2032-04-04,7078,Home Decor,Washing Machine,1955.49,1,37.75,0.09,-0.1
3232,2032-04-05,9744,Fashion,Treadmill,19.24,2,32.98,0.18,86.88
3233,2032-04-06,9424,Fashion,Washing Machine,1748.6,1,39.22,0.27,284.17
3234,2032-04-07,8237,Sports,Treadmill,621.58,3,37.66,0.3,200.69
3235,2032-04-08,8893,Beauty,Sofa,1877.79,3,36.14,0.31,219.13
3236,2032-04-09,7005,Electronics,Treadmill,640.72,4,41.97,0.15,219.98
3237,2032-04-10,7016,Electronics,Lipstick,1312.07,3,34.06,0.31,-10.01
3238,2032-04-11,8171,Home Decor,Treadmill,169.26,1,23.11,0.0,
3239,2032-04-12,7668,Sports,Lipstick,492.24,3,26.24,0.19,132.12
3240,2032-04-13,6878,Home Decor,Watch,1549.62,2,37.25,0.32,91.49
3241,2032-04-14,6196,Electronics,Watch,1062.08,4,44.43,0.25,105.6
3242,2032-04-15,6772,Fashion,Washing Machine,1856.66,4,17.25,0.19,227.88
3243,2032-04-16,5161,Beauty,Washing Machine,863.22,1,20.39,0.26,-25.16
3244,2032-04-17,8976,Sports,Washing Machine,1740.93,3,46.88,0.36,187.96
3245,2032-04-18,6751,Fashion,Treadmill,903.42,3,31.03,0.23,-29.96
3246,2032-04-19,5775,Beauty,Washing Machine,1958.7,1,13.05,0.32,-9.19
3247,2032-04-20,5939,Sports,Treadmill,1920.07,1,34.87,0.39,104.73
3248,2032-04-21,8220,Sports,Treadmill,664.98,2,49.58,0.28,247.51
3249,2032-04-22,5539,Electronics,Shoes,,1,42.06,0.23,17.85
3250,2032-04-23,9917,Fashion,Shoes,1696.75,3,38.56,0.01,153.03
3251,2032-04-24,6461,Sports,Treadmill,429.25,2,14.36,0.15,193.91
3252,2032-04-25,5355,Sports,Watch,1252.34,4,44.43,0.23,45.75
3253,2032-04-26,8604,Beauty,Lipstick,154.64,3,28.66,0.32,139.07
3254,2032-04-27,8323,Electronics,Sofa,1675.05,4,45.02,0.18,270.76
3255,2032-04-28,5234,Home Decor,Smartphone,357.35,4,19.84,0.38,139.04
3256,2032-04-29,6548,Electronics,Shoes,150.92,4,7.79,0.11,
3257,2032-04-30,7096,Home Decor,Treadmill,806.44,3,26.42,0.3,177.18
3258,2032-05-01,9213,Fashion,Smartphone,1158.08,4,17.14,0.17,165.43
3259,2032-05-02,7101,Fashion,Shoes,1711.28,3,37.19,0.19,-21.1
3260,2032-05-03,6673,Sports,Sofa,1948.74,4,48.07,0.32,-0.1
3261,2032-05-04,7100,Fashion,Lipstick,884.59,1,36.09,0.12,21.74
3262,2032-05-05,8657,Sports,Treadmill,130.29,1,44.91,0.04,14.98
3263,2032-05-06,9653,Electronics,Sofa,1500.74,3,25.39,0.21,55.62
3264,2032-05-07,8596,Fashion,Watch,1134.69,4,39.72,0.21,119.85
3265,2032-05-08,8748,Electronics,Shoes,901.3,4,42.94,0.32,92.67
3266,2032-05-09,8173,Electronics,Treadmill,625.45,4,36.99,0.39,263.91
3267,2032-05-10,6815,Fashion,Smartphone,1009.77,1,27.85,0.02,172.0
3268,2032-05-11,8841,Electronics,Watch,683.97,4,33.16,0.24,259.13
3269,2032-05-12,7005,Fashion,Watch,1516.45,4,36.52,0.27,143.92
3270,2032-05-13,9493,Fashion,Washing Machine,1092.35,3,16.39,0.39,-0.34
3271,2032-05-14,5674,Fashion,Lipstick,1754.93,4,41.43,0.38,122.88
3272,2032-05-15,5386,Home Decor,Watch,13099.800000000001,1,47.76,0.28,241.27
3273,2032-05-16,7158,Electronics,Shoes,484.14,4,25.94,0.21,34.05
3274,2032-05-17,7661,Beauty,Lipstick,1703.67,1,36.55,0.06,0.1
3275,2032-05-18,7064,Fashion,Treadmill,1118.87,1,38.17,0.15,78.71
3276,2032-05-19,8851,Electronics,Washing Machine,421.61,2,34.8,0.23,98.34
3277,2032-05-20,8253,Sports,Sofa,1250.78,1,29.62,0.29,71.07
3278,2032-05-21,9979,Fashion,Lipstick,721.86,2,44.67,0.25,14.63
3279,2032-05-22,9636,Fashion,Smartphone,,2,25.2,0.29,52.78
3280,2032-05-23,9266,Beauty,Shoes,912.07,4,7.75,0.17,195.15
3281,2032-05-24,5739,Home Decor,Smartphone,1455.62,2,43.01,0.29,97.36
3282,2032-05-25,6401,Home Decor,Lipstick,200.12,3,35.33,0.06,178.74
3283,2032-05-26,8259,Fashion,Washing Machine,798.09,1,43.22,0.07,146.98
3284,2032-05-27,7277,Electronics,Sofa,1966.65,3,11.23,0.07,151.19
3285,2032-05-28,8904,Sports,Sofa,1618.84,2,6.38,0.36,52.02
3286,2032-05-29,8923,Sports,Smartphone,328.28,4,47.05,0.03,142.11
3287,2032-05-30,9214,Electronics,Treadmill,562.75,1,11.65,0.32,-22.21
3288,2032-05-31,8227,Fashion,Treadmill,,3,41.43,0.09,112.48
3289,2032-06-01,7831,Sports,Washing Machine,1304.23,4,42.04,0.19,158.97
3290,2032-06-02,8758,Home Decor,Sofa,1516.42,2,36.89,0.37,30.06
3291,2032-06-03,7512,Electronics,Smartphone,1501.56,4,10.91,0.23,54.66
3292,2032-06-04,7151,Beauty,Smartphone,1024.65,3,35.03,0.08,42.45
3293,2032-06-05,8675,Fashion,Smartphone,1623.53,4,45.01,0.11,
3294,2032-06-06,7745,Electronics,Lipstick,879.79,3,24.15,0.37,84.79
3295,2032-06-07,8866,Sports,Washing Machine,256.52,4,23.61,0.17,293.06
3296,2032-06-08,8764,Fashion,Treadmill,1133.24,1,24.93,0.23,86.78
3297,2032-06-09,7222,Home Decor,Treadmill,1905.08,4,8.7,0.18,121.98
3298,2032-06-10,7792,Fashion,Lipstick,1588.06,1,45.14,0.15,185.52
3299,2032-06-11,6697,Fashion,Shoes,1161.61,3,44.11,0.09,184.0
3300,2032-06-12,8462,Home Decor,Lipstick,1297.14,1,49.91,0.27,283.47
3301,2032-06-13,9063,Home Decor,Washing Machine,1861.82,4,31.33,0.29,253.0
3302,2032-06-14,6524,Fashion,Smartphone,862.4,1,38.8,0.11,232.0
3303,2032-06-15,9760,Home Decor,Lipstick,669.47,3,14.12,0.32,284.04
3304,2032-06-16,5032,Electronics,Smartphone,1954.71,4,35.04,0.34,
3305,2032-06-17,9025,Home Decor,Washing Machine,1728.25,1,34.24,0.37,173.63
3306,2032-06-18,7566,Home Decor,Watch,652.86,1,45.55,0.06,262.77
3307,2032-06-19,7803,Fashion,Washing Machine,932.92,2,42.39,0.12,175.97
3308,2032-06-20,8896,Electronics,Sofa,836.01,1,47.23,0.34,292.55
3309,2032-06-21,8709,Beauty,Smartphone,306.7,2,44.1,0.08,3.12
3310,2032-06-22,5719,Beauty,Treadmill,1916.06,3,44.09,0.0,114.98
3311,2032-06-23,9579,Sports,Lipstick,814.58,2,7.87,0.35,292.53
3312,2032-06-24,5972,Home Decor,Watch,1751.9,3,43.07,0.13,95.26
3313,2032-06-25,8718,Home Decor,Washing Machine,386.82,1,32.34,0.17,214.05
3314,2032-06-26,9402,Electronics,Smartphone,1100.26,1,22.12,0.18,-19.97
3315,2032-06-27,9552,Beauty,Watch,57.68,2,7.54,0.34,199.3
3316,2032-06-28,7207,Sports,Shoes,1530.8,3,35.5,0.14,278.43
3317,2032-06-29,9426,Electronics,Sofa,1166.02,1,19.77,0.36,96.29
3318,2032-06-30,9320,Home Decor,Shoes,1254.92,2,26.05,0.25,-22.97
3319,2032-07-01,8030,Beauty,Washing Machine,112.92,2,35.68,0.21,-20.79
3320,2032-07-02,8575,Sports,Shoes,429.97,2,46.03,0.13,264.37
3321,2032-07-03,8116,Fashion,Shoes,157.92,1,42.14,0.1,208.43
3322,2032-07-04,8285,Beauty,Sofa,584.94,3,25.28,0.25,5.21
3323,2032-07-05,5643,Sports,Sofa,1258.6,1,22.45,0.18,-11.99
3324,2032-07-06,9711,Electronics,Sofa,1136.71,4,15.79,0.36,235.59
3325,2032-07-07,5194,Fashion,Watch,1228.18,4,21.76,0.2,237.25
3326,2032-07-08,8996,Sports,Sofa,1103.01,1,10.0,0.2,9.77
3327,2032-07-09,5488,Sports,Shoes,553.33,3,48.7,0.17,69.5
3328,2032-07-10,7204,Home Decor,Treadmill,496.57,2,30.83,0.32,227.41
3329,2032-07-11,7657,Beauty,Treadmill,282.75,4,10.75,0.17,143.39
3330,2032-07-12,8276,Home Decor,Sofa,1699.65,4,20.88,0.11,285.67
3331,2032-07-13,6102,Fashion,Watch,1236.79,1,29.62,0.34,128.75
3332,2032-07-14,6241,Sports,Lipstick,381.16,4,28.98,0.24,193.4
3333,2032-07-15,5515,Home Decor,Smartphone,362.65,4,6.6,0.24,138.23
3334,2032-07-16,5392,Beauty,Washing Machine,1747.34,2,47.79,0.24,281.18
3335,2032-07-17,5630,Fashion,Watch,1488.03,2,17.39,0.29,101.56
3336,2032-07-18,8716,Electronics,Lipstick,1322.2,3,5.73,0.13,45.83
3337,2032-07-19,6847,Home Decor,Washing Machine,819.66,4,8.44,0.01,77.79
3338,2032-07-20,7655,Fashion,Lipstick,531.33,3,31.11,0.32,
3339,2032-07-21,5979,Electronics,Lipstick,1959.11,3,11.2,0.05,134.32
3340,2032-07-22,9529,Home Decor,Treadmill,1596.51,2,6.88,0.29,86.9
3341,2032-07-23,8402,Fashion,Smartphone,610.54,2,22.08,0.03,149.61
3342,2032-07-24,8871,Fashion,Lipstick,1696.65,1,33.02,0.15,13.97
3343,2032-07-25,5277,Home Decor,Sofa,1520.27,2,10.03,0.03,-28.23
3344,2032-07-26,5232,Fashion,Washing Machine,601.19,3,19.1,0.21,62.59
3345,2032-07-27,6552,Sports,Watch,858.84,4,23.8,0.26,169.65
3346,2032-07-28,8270,Home Decor,Treadmill,380.05,3,12.18,0.07,204.85
3347,2032-07-29,7409,Fashion,Washing Machine,230.99,3,27.77,0.15,242.78
3348,2032-07-30,8512,Electronics,Sofa,1448.3,3,8.83,0.37,275.8
3349,2032-07-31,5025,Electronics,Sofa,542.35,2,7.09,0.18,106.0
3350,2032-08-01,5460,Sports,Lipstick,1641.92,3,28.39,0.32,214.37
3351,2032-08-02,8764,Home Decor,Sofa,1991.26,1,16.16,0.37,-5.36
3352,2032-08-03,8431,Fashion,Smartphone,162.47,4,9.29,0.39,-11.02
3353,2032-08-04,8483,Fashion,Sofa,951.34,2,24.08,0.36,11.18
3354,2032-08-05,6994,Electronics,Lipstick,1606.1,3,46.18,0.13,118.03
3355,2032-08-06,5490,Sports,Washing Machine,1580.01,1,37.59,0.39,39.72
3356,2032-08-07,6072,Electronics,Sofa,1522.39,4,41.7,0.32,64.69
3357,2032-08-08,8173,Electronics,Treadmill,704.5,3,44.24,0.33,183.8
3358,2032-08-09,5215,Sports,Watch,913.17,4,48.77,0.01,88.31
3359,2032-08-10,6723,Home Decor,Treadmill,1193.99,2,39.35,0.38,153.93
3360,2032-08-11,6592,Fashion,Treadmill,1948.14,2,32.38,0.31,
3361,2032-08-12,7606,Home Decor,Washing Machine,661.82,1,21.44,0.31,25.76
3362,2032-08-13,5158,Beauty,Shoes,1847.06,2,13.17,0.03,-5.57
3363,2032-08-14,9781,Beauty,Watch,546.02,1,35.9,0.09,47.96
3364,2032-08-15,8313,Beauty,Treadmill,,3,49.77,0.38,-10.96
3365,2032-08-16,7841,Sports,Treadmill,1343.82,4,26.03,0.2,174.14
3366,2032-08-17,6776,Electronics,Shoes,932.39,2,37.57,0.16,
3367,2032-08-18,7052,Home Decor,Washing Machine,1230.65,4,27.28,0.34,82.11
3368,2032-08-19,7295,Fashion,Watch,552.34,4,24.44,0.03,97.75
3369,2032-08-20,6696,Beauty,Treadmill,555.61,3,23.46,0.17,239.34
3370,2032-08-21,7993,Home Decor,Lipstick,235.97,3,27.71,0.15,43.46
3371,2032-08-22,7469,Beauty,Washing Machine,236.96,2,21.51,0.14,9.32
3372,2032-08-23,6946,Beauty,Watch,701.87,3,38.69,0.12,
3373,2032-08-24,8809,Fashion,Treadmill,,4,44.34,0.08,183.24
3374,2032-08-25,7783,Sports,Treadmill,1219.86,1,44.73,0.07,167.89
3375,2032-08-26,8644,Electronics,Shoes,214.14,1,15.25,0.26,205.58
3376,2032-08-27,7500,Sports,Watch,1705.95,1,45.32,0.37,-11.27
3377,2032-08-28,8645,Home Decor,Lipstick,1206.72,2,20.37,0.2,111.31
3378,2032-08-29,7645,Sports,Washing Machine,1922.1,3,18.92,0.12,48.73
3379,2032-08-30,7349,Home Decor,Sofa,1343.67,3,37.7,0.06,220.51
3380,2032-08-31,6932,Home Decor,Smartphone,358.6,3,18.71,0.33,258.0
3381,2032-09-01,8294,Electronics,Lipstick,952.83,3,7.38,0.39,62.84
3382,2032-09-02,6757,Fashion,Sofa,1300.51,4,21.81,0.14,1.42
3383,2032-09-03,6116,Electronics,Lipstick,66.25,1,37.47,0.12,53.63
3384,2032-09-04,7567,Sports,Watch,39.67,4,19.71,0.24,4.32
3385,2032-09-05,8499,Home Decor,Sofa,267.51,2,33.33,0.31,76.4
3386,2032-09-06,5492,Beauty,Watch,510.81,1,34.71,0.18,147.61
3387,2032-09-07,8306,Beauty,Sofa,864.8,1,38.02,0.25,291.31
3388,2032-09-08,5619,Home Decor,Lipstick,980.01,4,45.37,0.29,101.79
3389,2032-09-09,8232,Electronics,Shoes,284.67,2,24.47,0.38,42.61
3390,2032-09-10,8823,Fashion,Lipstick,1350.05,2,12.49,0.07,25.04
3391,2032-09-11,7380,Electronics,Watch,1196.31,1,19.35,0.4,27.1
3392,2032-09-12,6546,Home Decor,Lipstick,595.98,3,24.45,0.16,33.56
3393,2032-09-13,9958,Home Decor,Sofa,37.18,2,37.13,0.29,
3394,2032-09-14,8563,Fashion,Smartphone,164.52,4,5.59,0.23,-9.86
3395,2032-09-15,6605,Sports,Sofa,789.47,2,19.21,0.19,299.14
3396,2032-09-16,8752,Sports,Treadmill,316.41,1,40.09,0.28,142.49
3397,2032-09-17,9675,Fashion,Lipstick,759.87,3,35.19,0.16,149.61
3398,2032-09-18,6890,Sports,Washing Machine,1260.08,2,37.93,0.05,88.0
3399,2032-09-19,6275,Beauty,Lipstick,1099.0,1,41.53,0.2,
3400,2032-09-20,7743,Sports,Shoes,470.04,2,40.25,0.21,125.58
3401,2032-09-21,7493,Sports,Watch,694.21,3,35.7,0.08,78.59
3402,2032-09-22,5356,Sports,Washing Machine,1231.92,4,24.78,0.37,57.5
3403,2032-09-23,5869,Beauty,Sofa,1723.1,1,49.26,0.09,275.46
3404,2032-09-24,5885,Sports,Shoes,1508.89,1,30.61,0.16,66.03
3405,2032-09-25,7001,Beauty,Lipstick,1111.27,3,14.12,0.06,114.01
3406,2032-09-26,6283,Fashion,Sofa,730.96,1,18.18,0.21,85.61
3407,2032-09-27,5619,Electronics,Sofa,736.45,3,36.21,0.12,-1.56
3408,2032-09-28,5882,Fashion,Treadmill,1760.04,1,46.61,0.2,31.36
3409,2032-09-29,5796,Electronics,Treadmill,88.09,3,13.04,0.09,32.54
3410,2032-09-30,8642,Fashion,Smartphone,1976.09,2,8.71,0.02,198.9
3411,2032-10-01,8425,Electronics,Treadmill,1332.11,2,44.67,0.31,104.17
3412,2032-10-02,6296,Electronics,Watch,1365.46,2,46.19,0.26,228.05
3413,2032-10-03,9714,Home Decor,Washing Machine,,1,17.44,0.14,203.95
3414,2032-10-04,5244,Electronics,Sofa,1215.0,3,21.98,0.02,33.38
3415,2032-10-05,7895,Electronics,Treadmill,974.71,3,34.71,0.35,155.76
3416,2032-10-06,5929,Home Decor,Smartphone,220.5,4,19.85,0.07,215.16
3417,2032-10-07,5519,Sports,Lipstick,563.06,2,44.47,0.37,178.9
3418,2032-10-08,8212,Sports,Washing Machine,1781.73,4,9.84,0.19,168.01
3419,2032-10-09,7409,Home Decor,Treadmill,1104.48,2,6.71,0.14,214.07
3420,2032-10-10,5007,Beauty,Sofa,832.7,4,14.38,0.3,-11.26
3421,2032-10-11,7525,Electronics,Lipstick,154.64,2,17.87,0.35,211.37
3422,2032-10-12,8423,Electronics,Watch,1431.1,3,10.08,0.15,59.98
3423,2032-10-13,7019,Home Decor,Sofa,1408.67,2,7.96,0.16,158.72
3424,2032-10-14,9590,Home Decor,Lipstick,1231.95,1,39.0,0.17,49.96
3425,2032-10-15,9282,Beauty,Watch,1025.42,2,12.39,0.37,246.81
3426,2032-10-16,8667,Sports,Watch,873.23,2,46.13,0.28,128.58
3427,2032-10-17,8671,Fashion,Washing Machine,1190.61,3,21.56,0.1,182.17
3428,2032-10-18,7801,Sports,Sofa,474.46,1,35.18,0.07,232.05
3429,2032-10-19,5085,Electronics,Treadmill,,3,15.14,0.09,265.45
3430,2032-10-20,8115,Home Decor,Treadmill,1181.7,4,15.81,0.11,211.58
3431,2032-10-21,9232,Beauty,Smartphone,629.27,4,30.86,0.09,19.09
3432,2032-10-22,7468,Sports,Lipstick,904.86,1,30.23,0.26,252.0
3433,2032-10-23,8619,Beauty,Smartphone,1613.31,4,39.59,0.05,174.13
3434,2032-10-24,6636,Sports,Shoes,,1,39.1,0.15,171.12
3435,2032-10-25,8583,Electronics,Treadmill,592.74,2,35.18,0.25,274.04
3436,2032-10-26,9009,Fashion,Lipstick,1362.22,4,25.21,0.12,52.11
3437,2032-10-27,8326,Beauty,Washing Machine,637.82,2,45.08,0.03,49.06
3438,2032-10-28,7218,Beauty,Smartphone,1587.08,3,33.02,0.03,139.35
